346,guides.gamepressure.com,14
347,guyism.com,16
348,h-avis.no,38
349,ha.rubrikken.no,10
350,haderslev.lokalavisen.dk,13
351,harrypotter.wikia.com,26
352,have-og-byg.dba.dk,49
353,hbl.fi,37
354,hd.se,19
355,healthup.bloggersdelight.dk,10
356,helios.finn.no,15
357,helleialanya.bloggersdelight.dk,16
358,helsingoer.lokalavisen.dk,29
359,heltnormalt.dk,444
360,hendesverden.dk,18
361,hespress.com,22
362,hilleroed.lokalavisen.dk,103
363,hjemmet.dk,37
364,hoersholm.lokalavisen.dk,218
365,holdsport.dk,316
366,homesick.nu,15
367,hoopshype.com,19
368,horoskoper.dk.msn.com,479
369,hotels.skyscanner.com,31
370,hp-comm.dk.msn.com,137
371,hp.dk.msn.com,2388
372,hu.netlog.com,10
373,hvidovre.lokalavisen.dk,70
374,hyggestedet.dk,102
375,i.vemba.com,1188
376,ib.adnxs.com,66038
377,icanhas.cheezburger.com,75
378,iform.dk,1356
379,ih.adscale.de,25
380,illvid.dk,513
381,ilolmore.com,171
382,images.hotprofileplus.com,13
383,images.songspkads.com,15
384,imageshack.us,15
385,imgfave.com,93
386,imgur.com,56
387,imnext.se,33
388,impr.adservicemedia.dk,248
389,inabob.dk,59
390,indkast.dk,274
391,ing.dk,546
392,inhabitat.com,23
393,injusticegodsamongus.wikia.com,26
394,insidetv.ew.com,10
395,investor.borsen.dk,325
396,ipadguide.dk,16
397,iphoneguide.dk,113
398,iranproud.com,98
399,irinathediva.dk,52
400,isabellathordsen.dk,314
401,itsmemelanie.dk,13
402,jackienavarro.dk,11
403,jang.com.pk,109
404,jeanettezeniia.com,18
405,johannekohlmetz.dk,305
406,joyofbaking.com,29
407,julieboewig.bloggersdelight.dk,29
408,jv.adservinginternational.com,10811
409,jyllands-posten.dk,55709
410,jyskemedier.adservinginternational.com,556
411,kalender.idenyt.net,2870
412,kanalsport.dk,3231
413,karinaananda.dk,29
414,katharinakjeldgaard.com,30
415,kathrine.blogs.berlingske.dk,65
416,katrinekrojby.dk,366
417,kendte.dk,2182
418,kenzas.se,45
419,kidstour.isobar.dk,73
420,kidstour.tv2.dk,28
421,kitchen.manualsonline.com,12
422,kiwigoesbananas.com,26
423,kizi.com,311
424,klaraholm.dk,11
425,knowd.com,11
426,knowyourmeme.com,29
427,koege.lokalavisen.dk,41
428,kolding.lokalavisen.dk,19
429,komputer.dk,173
430,kort.degulesider.dk,876
431,kulturkamp.blogs.berlingske.dk,11
432,l.yimg.com,19
433,l0ve.blogg.no,31
434,last-gunfighter.livejournal.com,19
435,laughtertab.com,19
436,lavishlavish.com,75
437,lawnandgarden.manualsonline.com,10
438,lax1.ib.adnxs.com,420
439,leagueoflegends.wikia.com,42
440,lenovo.dk.msn.com,325
441,lenovo13-comm.dk.msn.com,12
442,life.time.com,13
443,ligabold.dk,1437
444,lineandree.dk,28
445,linkguider.jubii.dk,39
446,lisakastleen.com,23
447,lisbethknudsen.blogs.berlingske.dk,17
448,list25.com,18
449,listverse.com,13
450,livingdoll.no,16
451,livsstil.dk.msn.com,4754
452,login.tv2.dk,169
453,lokalavisen.dk,1263
454,lolchamp.com,13
455,lolcounter.com,10
456,loltrap.com,41
457,lolzbook.com,116
458,lolzland.com,123
459,lones.blog.idenyt.net,11
460,lotr.wikia.com,28
461,loudwire.com,51
462,louises.blog.idenyt.net,40
463,lyngby-taarbaek.lokalavisen.dk,60
464,m.adnxs.com,18779
465,m.b.dk,62
466,m.bt.dk,263
467,m.business.dk,38
468,m.dba.dk,16
469,m.jyllands-posten.dk,35
470,m.sporten.dk,148
471,m2.feiwei.tv,58
472,mabra.com,11
473,madridista.dk,22
474,madsholger.blogs.berlingske.dk,45
475,magazine.trendsales.dk,897
476,mail.sol.dk,3466
477,mail2web.com,29
478,makeovr.com,39
479,makogon-6.livejournal.com,12
480,mangafox.me,1211
481,map.krak.dk,38355
482,marinetraffic.com,11
483,markedsindeks.boligsiden.dk,38
484,marvel-war-of-heroes.wikia.com,13
485,maschavang.dk,1172
486,mashable.com,14
487,matholck.blogg.no,13
488,mb.zam.com,1003
489,media.flygresor.se,10
490,media.gamehouse.com,76
491,media.glispa.com,75
492,media.x3711.com,451
493,mediatakeout.com,13
494,medion.dk.msn.com,223
495,medrundtonline.dk,45
496,memebase.cheezburger.com,123
497,mgid.com,10
498,michalasloth.bloggersdelight.dk,42
499,miconfesion.dk,141
500,millansandberg.myshowroom.se,23
501,missjeanett.dk,241
502,mitchelnebelong.dk,16
503,mittkok.expressen.se,161
504,mitunivers.oestrogen.dk,1140
505,mizzepii.bloggersdelight.dk,125
506,mmm.dk,639
507,mobil.bold.dk,263
508,mobil.nu,2506
509,mobile.mmm.dk,10
510,modemedmere.dk,177
511,morethanaclub.dk,111
512,motorcykler.dba.dk,84
513,myanimelist.net,90
514,myforecast.com,10
515,myfriendsaremarried.tumblr.com,18
516,mylifeandeverythinginbetween.com,14
517,mylifeasanna.bloggersdelight.dk,10
518,mylifeaseif.bloggersdelight.dk,101
519,myonlinearcade.com,6196
520,nadialinevonbach.com,48
521,nasdaqomxnordic.com,23
522,natgeo.dk,91
523,ncis.wikia.com,20
524,ncisla.wikia.com,11
525,nemesisbabe.dk,36
526,netgear-wg111v2-54mbps-wireless-usb-2-0-adapter.soft32.com,11
527,netnatur.dk,69
528,nettenestea.com,21
529,news.cnet.com,10
530,news.dk,2923
531,news.moviefone.com,12
532,newsbreak.dk,1454
533,newsinnepali.com,20
534,newz.dk,69
535,ni.dk,2217
536,ninjakiwi.com,100
537,nm.adservinginternational.com,12257
538,no-dagbladet.videoplaza.tv,14
539,nordjyske.bilzonen.dk,35
540,nordjyske.dk,20
541,nr.soccerway.com,20
542,nyheder.dk.msn.com,2091
543,nyhederne.tv2.dk,77350
544,nyhedsbreve.tv2.dk,21
545,nyheter24.se,124
546,nym1.b.adnxs.com,95
547,nym1.ib.adnxs.com,3526
548,nymail.jubii.dk,10822
549,oas.newsquestdigital.co.uk,11
550,oblad.no,15
551,odds1.dk,288
552,ohnotheydidnt.livejournal.com,101
553,ohsheglows.com,27
554,oldtrafford.dk,614
555,onside.dk,8924
556,openx.dailyrush.dk,236
557,openx.timefor.tv,42
558,openx.xion.dk,11
559,oppskrift.klikk.no,14
560,opskrifter.dk,436
561,optimized-by.rubiconproject.com,68910
562,osdir.com,70
563,ox-d.blogtalkradio.com,35
564,ox-d.bold.dk,6429
565,ox-d.gamerpublishing.com,159
566,ox-d.pubgears.com,17
567,ox-delivery.propelcom.dk,986
568,ox-social.bidsystem.com,190
569,packardbell.dk.msn.com,479
570,pagik.dk,87
571,paper-crunch.livejournal.com,19
572,passionsforfashion.dk,911
573,patricialouise.bloggersdelight.dk,13
574,pelikone.fi,13
575,penge.dk,637
576,perezhilton.com,294
577,pernilleagerup.dk,60
578,person.eniro.dk,1078
579,personer.eniro.se,51
580,phosee.dk,157
581,photo.net,82
582,pizap.com,48
583,plummum.dk,61
584,politiken.dk,90124
585,politirapporten.nu,48
586,porssi.taloussanomat.fi,10
587,ppbspil.tv2.dk,10
588,programmer.tv2.dk,331
589,pub.akinator.com,20
590,pub.weatherbug.com,17
591,pubads.g.doubleclick.net,747
592,pudderdaaserne.dk,384
593,puzzledhearts.com,674
594,rad.msn.com,5251
595,read.indkast.dk,98
596,realitypod.com,16
597,rejser.kelkoo.dk,10
598,reseguiden.expressen.se,13
599,resource.guim.co.uk,54
600,retardo.dk,715
601,reviews.cnet.com,37
602,richkidsofinstagram.tumblr.com,16
603,rikkesmakeupblog.dk,29
604,risingcities.tv2.dk,36
605,roadcyclinguk.com,20
606,rockongags.com,249
607,rockpaperdresses.com,437
608,roflrazzi.cheezburger.com,28
609,roflzone.com,343
610,roskilde.lokalavisen.dk,99
611,rp.eu.real.com,365
612,rudersdal.lokalavisen.dk,93
613,rya.rockyou.com,103
614,s-u-s.dk,110
615,s.as997.de,25
616,s.atemda.com,1088
617,s.komoona.com,42
618,s.mpcdn.net,680
619,s1.adspine.com,25
620,s2.adspine.com,26
621,s3.adspine.com,17
622,s4.adspine.com,20
623,s8.adspine.com,14
624,s9.adspine.com,18
625,samsung.dk.msn.com,118
626,samvirke.dk,2067
627,sarahlouise.dk,1408
628,scooter.dba.dk,47
629,screenrant.com,34
630,secure-ams.adnxs.com,10255
631,secure.adnxs.com,6521
632,sermitsiaq.ag,217
633,serve.adyielder.com,8339
634,shakerzone.dk,59
635,shopaholicsisters.dk,149
636,shopping.blocket.se,25
637,showads.pubmatic.com,453
638,sidseloglasse.com,92
639,silaskieffer.dk,11
640,sillewho.dk,450
641,sims.wikia.com,63
642,sjaellandske.adservinginternational.com,2358
643,sjovforborn.dk,24
644,skanderborg.lokalavisen.dk,21
645,slankedoktor.dk,353
646,smagsloejer.dk,89
647,smite.gamepedia.com,33
648,smurfs.wikia.com,13
649,soeg.jubii.dk,549
650,soenderborg.lokalavisen.dk,11
651,sondagsavisen.dk,5045
652,sony.dk.msn.com,65
653,sophywood.bloggersdelight.dk,20
654,sorenpind.blogs.berlingske.dk,17
655,soundvenueas.adservinginternational.com,1729
656,spil.bt.dk,293
657,spil.jubii.dk,34
658,spil.tv2.dk,740
659,spilskyen.tv2.dk,3864
660,spoonyexperiment.com,43
661,sport-og-fritid.dba.dk,52
662,sport.dk.msn.com,127
663,sport.sme.sk,16
664,sporten.tv2.dk,33061
665,sportsresultater.tv2.dk,75
666,staevner.dk,17
667,start.lenovo.com,679
668,startpage.lenovo.com,14
669,starwars.wikia.com,13
670,statcounter.com,44
671,static.mbl.is,118
672,statigr.am,109
673,stiften.dk,443
674,streetstyle.costume.dk,17
675,studenterguiden.dk,13
676,suchen.mobile.de,1131
677,sundhedsguiden.adservinginternational.com,1451
678,surnames.behindthename.com,11
679,sv.monkeybroker.net,66
680,svenskanamn.alltforforaldrar.se,10
681,svenskdam.se,128
682,syddjurs.lokalavisen.dk,12
683,sysbjerre.dk,11
684,t.acer13.dk.msn.com,116
685,t.asus13.dk.msn.com,84
686,t.dk.msn.com,298
687,t.entertainment.dk.msn.com,947
688,t.hp13.dk.msn.com,193
689,t.lenovo13.dk.msn.com,46
690,t.livsstil.dk.msn.com,197
691,t.nyheder.dk.msn.com,163
692,t.samsung13.dk.msn.com,11
693,t.sport.dk.msn.com,10
694,t.toshiba13.dk.msn.com,68
695,taahyler.dk,1285
696,tablet.dagbladet.no,63
697,tabs.ultimate-guitar.com,40
698,tag.admeld.com,2003
699,tahrirnews.com,26
700,tap2-cdn.rubiconproject.com,18
701,tb.no,77
702,techcrunch.com,13
703,teenwolf.wikia.com,17
704,terraria.wikia.com,18
705,testdigselv.dk.msn.com,149
706,thatguywiththeglasses.com,200
707,theblackone.dk,26
708,thechive.com,31
709,thedevilspanties.com,10
710,thehealthyapple.com,10
711,theimpressionista.com,30
712,theveteranssite.greatergood.com,20
713,til-boern.dba.dk,57
714,til-boligen.dba.dk,53
715,timesofindia.indiatimes.com,19
716,tinamarias.com,915
717,tipsbladet.dk,3329
718,todaypage.mail.aol.com,74
719,toej-og-mode.dba.dk,16
720,tomjensen.blogs.berlingske.dk,46
721,toshiba.dk.msn.com,71
722,translate.googleusercontent.com,62
723,trophymanager.com,414
724,ttv.tv2.dk,550
725,tunein.com,12
726,tupalo.com,19
727,tv2.dk,63649
728,tv3.dk,557
729,tvtid-beta.tv2.dk,50
730,tvtid.tv2.dk,8452
731,twoatatime.bloggersdelight.dk,13
732,tx3.travian.dk,10
733,ugens7dage.bloggersdelight.dk,26
734,uk-ads.openx.net,1857
735,uk.eonline.com,22
736,uk.shopping.com,34
737,uk.weather.com,10
738,ultimateclassicrock.com,14
739,unimedia.adservinginternational.com,222
740,us-ads.openx.net,336
741,vaporjoe.blogspot.dk,25
742,varde.lokalavisen.dk,10
743,varebilogtransport.dk,30
744,veetle.com,17
745,vejle.lokalavisen.dk,14
746,vejret.dk,454
747,vejret.dk.msn.com,382
748,vejret.tv2.dk,17685
749,viborg-folkeblad.dk,148
750,video.dk.msn.com,59
751,view.atdmt.com,102719
752,vildekaniner.dk,380
753,viskalspise.dk,53
754,voresborn.dk,1028
755,warlockmota.wikia.com,10
756,watagame.adservinginternational.com,1593
757,weheartit.com,33
758,wewonder.dk,213
759,whats-theword.com,113
760,whatshouldwecallme.tumblr.com,23
761,whynotblog.dk,44
762,wiki.answers.com,37
763,wolfenstein.wikia.com,11
764,woman.dk,9387
765,workwithme.bloggersdelight.dk,53
766,woview.infomedia.dk,24
767,wow.joystiq.com,29
768,wp-blogg.nyheter24.se,10
769,ww9.centerblog.net,12
770,www.123kort.dk,157
771,www.123spill.no,32
772,www.1881.no,59
773,www.192.com,13
774,www.aabsport.dk,196
775,www.abs-cbnnews.com,11
776,www.accuweather.com,393
777,www.acunn.com,14
778,www.ad.nl,18
779,www.adressa.no,94
780,www.afrointroductions.com,62
781,www.aftenbladet.no,59
782,www.aftenposten.no,168
783,www.aftonbladet.se,1195
784,www.agf.dk,257
785,www.agffodbold.dk,26
786,www.agriaffaires.co.uk,15
787,www.airliners.net,31
788,www.alive.dk,38
789,www.allabolag.se,18
790,www.allcdcovers.com,12
791,www.alleannoncer.dk,56
792,www.alleoppskrifter.no,24
793,www.allfreecrochet.com,118
794,www.allfreeknitting.com,24
795,www.allmusic.com,57
796,www.alltforforaldrar.se,17
797,www.allthetests.com,16
798,www.altfordamerne.dk,5555
799,www.amazingribs.com,14
800,www.amino.dk,252
801,www.amobil.no,41
802,www.an.no,519
803,www.ancientfaces.com,27
804,www.androidcentral.com,49
805,www.anime44.com,11
806,www.animefreak.tv,140
807,www.animeplus.tv,13
808,www.animeultima.tv,47
809,www.antikogauktion.dk,78
810,www.anymeeting.com,19
811,www.aok.dk,6727
812,www.arto.com,231
813,www.askmrrobot.com,93
814,www.audioholics.com,10
815,www.auto-motor-und-sport.de,11
816,www.autobild.de,111
817,www.autoexpress.co.uk,37
818,www.automotorsport.se,31
819,www.autoscout24.ch,17
820,www.autoscout24.de,32
821,www.autotrader.co.uk,15
822,www.avisen.dk,3171
823,www.avm.dk,14
824,www.b.dk,41673
825,www.ba.no,21
826,www.baadgalleri.dk,36
827,www.baboom.dk,104
828,www.baby.dk,213
829,www.babygalleri.dk,52
830,www.babynamegenie.com,11
831,www.babynames.com,18
832,www.babynamescountry.com,20
833,www.bankinfo.dk,33
834,www.barcelonafc.dk,69
835,www.barnsemester.se,138
836,www.bazaronline.dk,10
837,www.bbc.co.uk,115
838,www.behindthename.com,37
839,www.belfasttelegraph.co.uk,13
840,www.belloflostsouls.net,77
841,www.benzworld.org,10
842,www.bil-guide.dk,103
843,www.bilbasen.dk,8389
844,www.bild.de,129
845,www.bilekspressen.dk,31
846,www.bilen.dk,42
847,www.bilgalleri.dk,504
848,www.billedbladet.dk,4398
849,www.billetlugen.dk,1557
850,www.billige.dk,32
851,www.bilpriser.dk,16
852,www.biltorvet.dk,5110
853,www.bilzonen.dk,1001
854,www.biography.com,14
855,www.blocket.se,570
856,www.boarding.no,16
857,www.bold.dk,24877
858,www.bolig-guide.dk,13
859,www.boliga.dk,14308
860,www.boligdebatten.dk,79
861,www.boliggalleri.dk,40
862,www.boligliv.dk,423
863,www.boligone.dk,72
864,www.boligportal.dk,146
865,www.boligsiden.dk,2341
866,www.bolius.dk,553
867,www.booli.se,65
868,www.box10.com,13
869,www.boyfriend.dk,20
870,www.brainyquote.com,46
871,www.break.com,15
872,www.brigitte.de,12
873,www.bt.dk,287499
874,www.bt.no,15
875,www.business.dk,8571
876,www.bygg.no,14
877,www.bytbil.com,15
878,www.cad-comic.com,18
879,www.campingferie.dk,44
880,www.carandclassic.co.uk,369
881,www.caraworld.de,17
882,www.cardomain.com,37
883,www.casualgames.com,29
884,www.championselect.net,38
885,www.cheatcc.com,25
886,www.cheezburger.com,97
887,www.chess.com,151
888,www.ciao.co.uk,14
889,www.clubmetroxpress.dk,644
890,www.cnet.com,16
891,www.cokeandpopcorn.ch,40
892,www.comingsoon.net,61
893,www.computerworld.dk,484
894,www.convertunits.com,11
895,www.cookinggames.com,14
896,www.coolrom.com,72
897,www.corren.se,89
898,www.corriere.it,44
899,www.cosmopolitan.co.uk,43
900,www.cosmopolitan.com,21
901,www.couriermail.com.au,33
902,www.craftpassion.com,13
903,www.crochetpatterncentral.com,24
904,www.curse.com,37
905,www.cyclingnews.com,35
906,www.cyclingquotes.com,39
907,www.cykelgalleri.dk,59
908,www.da-ads.com,603
909,www.dagbladet.no,418
910,www.dagens.dk,104
911,www.dailyhiit.com,17
912,www.dailymail.co.uk,581
913,www.dailyrush.dk,31
914,www.damnlol.com,536
915,www.danmarkskort.dk,40
916,www.danskfodbold.com,10
917,www.davidicke.com,10
918,www.dba.dk,59733
919,www.dbfu-biler.dk,22
920,www.dbu.dk,430
921,www.dbufyn.dk,55
922,www.dbujylland.dk,66
923,www.dbusjaelland.dk,16
924,www.degulesider.dk,9558
925,www.denofgeek.com,11
926,www.depechemode.de,84
927,www.designsponge.com,10
928,www.di.se,92
929,www.dinepenger.no,38
930,www.discogs.com,42
931,www.disney.dk,310
932,www.dk-kogebogen.dk,46097
933,www.dmi.dk,52443
934,www.dn.no,792
935,www.dn.se,879
936,www.doodle.com,147
937,www.dostorasly.com,17
938,www.dressupgal.com,25
939,www.dummies.com,13
940,www.e-chords.com,12
941,www.e-pages.dk,30
942,www.ebaumsworld.com,24
943,www.edbpriser.dk,297
944,www.ehow.com,84
945,www.eksperten.dk,110
946,www.elle.dk,1393
947,www.empireonline.com,26
948,www.endirect.me,10
949,www.endomondo.com,3978
950,www.engadget.com,20
951,www.epn.dk,430
952,www.escapistmagazine.com,13
953,www.euroads.se,12
